time,rc_on,rc_w,rc_to,mode,batt_w,batt_a,soc,grid_w,health,pwr_sw,axle
2026-09-07T17:36:59,off,0,0,35,852,16.2,76,-13,Healthy,On,upcoming
2026-09-07T17:37:13,off,0,0,35,852,16.2,76,-8,Healthy,On,upcoming
2026-09-07T17:37:29,off,0,0,35,852,16.2,76,3,Healthy,On,upcoming
2026-09-07T17:37:44,off,0,0,35,852,16.2,76,9,Healthy,On,upcoming
2026-09-07T17:37:58,off,0,0,35,846,16.1,76,-21,Healthy,On,upcoming
2026-09-07T17:38:14,off,0,0,35,841,16.0,76,-4,Healthy,On,upcoming
2026-09-07T17:38:29,off,0,0,35,841,16.0,76,-12,Healthy,On,upcoming
2026-09-07T17:38:43,off,0,0,35,846,16.1,76,6,Healthy,On,upcoming
2026-09-07T17:38:59,off,0,0,35,841,16.0,76,-11,Healthy,On,upcoming
2026-09-07T17:39:14,off,0,0,35,857,16.3,76,-3,Healthy,On,upcoming
2026-09-07T17:39:28,off,0,0,35,846,16.1,76,7,Healthy,On,upcoming
2026-09-07T17:39:44,off,0,0,35,862,16.4,76,18,Healthy,On,upcoming
2026-09-07T17:39:59,off,0,0,35,846,16.1,76,-7,Healthy,On,upcoming
2026-09-07T17:40:13,off,0,0,35,846,16.1,76,1,Healthy,On,upcoming
2026-09-07T17:40:29,off,0,0,35,857,16.3,76,8,Healthy,On,upcoming
2026-09-07T17:40:44,off,0,0,35,846,16.1,76,-7,Healthy,On,upcoming
2026-09-07T17:40:58,off,0,0,35,852,16.2,76,0,Healthy,On,upcoming
2026-09-07T17:41:14,off,0,0,35,846,16.1,76,-6,Healthy,On,upcoming
2026-09-07T17:41:29,off,0,0,35,852,16.2,76,7,Healthy,On,upcoming
2026-09-07T17:41:43,off,0,0,35,857,16.3,76,16,Healthy,On,upcoming
2026-09-07T17:41:57,off,0,0,35,852,16.2,76,-14,Healthy,On,upcoming
2026-09-07T17:42:14,off,0,0,35,857,16.3,76,1,Healthy,On,upcoming
2026-09-07T17:42:28,off,0,0,35,852,16.2,76,7,Healthy,On,upcoming
2026-09-07T17:42:42,off,0,0,35,857,16.3,76,-3,Healthy,On,upcoming
2026-09-07T17:42:59,off,0,0,35,857,16.3,76,-8,Healthy,On,upcoming
2026-09-07T17:43:13,off,0,0,35,862,16.4,76,5,Healthy,On,upcoming
2026-09-07T17:43:28,off,0,0,35,857,16.3,76,0,Healthy,On,upcoming
2026-09-07T17:43:44,off,0,0,35,862,16.4,76,8,Healthy,On,upcoming
2026-09-07T17:43:58,off,0,0,35,852,16.2,76,-4,Healthy,On,upcoming
2026-09-07T17:44:13,off,0,0,35,852,16.2,76,-29,Healthy,On,upcoming
2026-09-07T17:44:29,off,0,0,35,857,16.3,76,8,Healthy,On,upcoming
2026-09-07T17:44:43,off,0,0,35,857,16.3,76,5,Healthy,On,upcoming
2026-09-07T17:44:58,off,0,0,35,852,16.2,76,-10,Healthy,On,upcoming
2026-09-07T17:45:14,off,0,0,35,657,12.5,76,-11,Healthy,On,upcoming
2026-09-07T17:45:28,off,0,0,35,662,12.6,76,0,Healthy,On,upcoming
2026-09-07T17:45:43,off,0,0,35,664,12.6,76,13,Healthy,On,upcoming
2026-09-07T17:45:59,off,0,0,35,662,12.6,76,-9,Healthy,On,upcoming
2026-09-07T17:46:13,off,0,0,35,657,12.5,76,8,Healthy,On,upcoming
2026-09-07T17:46:28,off,0,0,35,658,12.5,76,0,Healthy,On,upcoming
2026-09-07T17:46:44,off,0,0,35,668,12.7,76,2,Healthy,On,upcoming
2026-09-07T17:46:58,off,0,0,35,662,12.6,76,-7,Healthy,On,upcoming
2026-09-07T17:47:13,off,0,0,35,662,12.6,76,-5,Healthy,On,upcoming
2026-09-07T17:47:29,off,0,0,35,673,12.8,76,11,Healthy,On,upcoming
2026-09-07T17:47:43,off,0,0,35,668,12.7,76,0,Healthy,On,upcoming
2026-09-07T17:47:58,off,0,0,35,662,12.6,76,-12,Healthy,On,upcoming
2026-09-07T17:48:14,off,0,0,35,668,12.7,76,3,Healthy,On,upcoming
2026-09-07T17:48:29,off,0,0,35,662,12.6,76,2,Healthy,On,upcoming
2026-09-07T17:48:43,off,0,0,35,669,12.7,76,-7,Healthy,On,upcoming
2026-09-07T17:48:59,off,0,0,35,662,12.6,76,-15,Healthy,On,upcoming
2026-09-07T17:49:14,off,0,0,35,662,12.6,76,-16,Healthy,On,upcoming
2026-09-07T17:49:28,off,0,0,35,669,12.7,76,12,Healthy,On,upcoming
2026-09-07T17:49:44,off,0,0,35,673,12.8,76,10,Healthy,On,upcoming
2026-09-07T17:49:59,off,0,0,35,673,12.8,76,0,Healthy,On,upcoming
2026-09-07T17:50:13,off,0,0,35,669,12.7,76,15,Healthy,On,upcoming
2026-09-07T17:50:29,off,0,0,35,662,12.6,76,7,Healthy,On,upcoming
2026-09-07T17:50:44,off,0,0,35,668,12.7,76,-2,Healthy,On,upcoming
2026-09-07T17:50:58,off,0,0,35,658,12.5,76,-8,Healthy,On,upcoming
2026-09-07T17:51:14,off,0,0,35,662,12.6,76,0,Healthy,On,upcoming
2026-09-07T17:51:29,off,0,0,35,662,12.6,76,8,Healthy,On,upcoming
2026-09-07T17:51:43,off,0,0,35,664,12.6,76,4,Healthy,On,upcoming
2026-09-07T17:51:59,off,0,0,35,658,12.5,76,-13,Healthy,On,upcoming
2026-09-07T17:52:14,off,0,0,35,664,12.6,76,3,Healthy,On,upcoming
2026-09-07T17:52:28,off,0,0,35,662,12.6,76,8,Healthy,On,upcoming
2026-09-07T17:52:44,off,0,0,35,664,12.6,76,-1,Healthy,On,upcoming
2026-09-07T17:52:59,off,0,0,35,658,12.5,76,-4,Healthy,On,upcoming
2026-09-07T17:53:13,off,0,0,35,662,12.6,76,-18,Healthy,On,upcoming
2026-09-07T17:53:29,off,0,0,35,657,12.5,76,9,Healthy,On,upcoming
2026-09-07T17:53:44,off,0,0,35,673,12.8,76,8,Healthy,On,upcoming
2026-09-07T17:53:58,off,0,0,35,657,12.5,76,-6,Healthy,On,upcoming
2026-09-07T17:54:14,off,0,0,35,657,12.5,76,-16,Healthy,On,upcoming
2026-09-07T17:54:29,off,0,0,35,652,12.4,76,7,Healthy,On,upcoming
2026-09-07T17:54:43,off,0,0,35,652,12.4,76,2,Healthy,On,upcoming
2026-09-07T17:54:57,off,0,0,35,648,12.3,76,0,Healthy,On,upcoming
2026-09-07T17:55:14,off,0,0,35,669,12.7,76,-15,Healthy,On,upcoming
2026-09-07T17:55:28,off,0,0,35,689,13.1,76,15,Healthy,On,upcoming
2026-09-07T17:55:42,off,0,0,35,662,12.6,76,5,Healthy,On,upcoming
2026-09-07T17:55:59,off,0,0,35,674,12.8,76,-15,Healthy,On,upcoming
2026-09-07T17:56:13,off,0,0,35,678,12.9,75,16,Healthy,On,upcoming
2026-09-07T17:56:27,off,0,0,35,669,12.7,75,1,Healthy,On,upcoming
2026-09-07T17:56:44,off,0,0,35,678,12.9,75,3,Healthy,On,upcoming
2026-09-07T17:56:58,off,0,0,35,668,12.7,75,-8,Healthy,On,upcoming
2026-09-07T17:57:12,off,0,0,35,674,12.8,75,3,Healthy,On,upcoming
2026-09-07T17:57:29,off,0,0,35,673,12.8,75,9,Healthy,On,upcoming
2026-09-07T17:57:43,off,0,0,35,678,12.9,75,5,Healthy,On,upcoming
2026-09-07T17:57:57,off,0,0,35,662,12.6,75,-5,Healthy,On,upcoming
2026-09-07T17:58:14,off,0,0,35,673,12.8,75,13,Healthy,On,upcoming
2026-09-07T17:58:28,off,0,0,35,669,12.7,75,0,Healthy,On,upcoming
2026-09-07T17:58:42,off,0,0,35,668,12.7,75,-3,Healthy,On,upcoming
2026-09-07T17:58:59,off,0,0,35,664,12.6,75,-2,Healthy,On,upcoming
2026-09-07T17:59:13,off,0,0,35,674,12.8,75,-5,Healthy,On,upcoming
2026-09-07T17:59:28,off,0,0,35,674,12.8,75,-13,Healthy,On,upcoming
2026-09-07T17:59:44,off,0,0,35,2296,44.0,75,485,Healthy,On,upcoming
2026-09-07T17:59:58,off,0,0,35,3187,61.3,75,2182,Healthy,On,upcoming
2026-09-07T18:00:08,off,0,0,35,3187,61.3,75,2182,Healthy,On,in_progress
2026-09-07T18:00:13,off,0,0,35,3182,61.2,75,2147,Healthy,On,in_progress
2026-09-07T18:00:29,off,0,0,35,3192,61.4,75,2182,Healthy,On,in_progress
2026-09-07T18:00:43,off,0,0,35,3181,61.3,75,2162,Healthy,On,in_progress
2026-09-07T18:00:58,off,0,0,35,3181,61.3,75,2159,Healthy,On,in_progress
2026-09-07T18:01:14,off,0,0,35,3181,61.3,75,2163,Healthy,On,in_progress
2026-09-07T18:01:28,off,0,0,35,3181,61.3,75,2156,Healthy,On,in_progress
2026-09-07T18:01:43,off,0,0,35,3181,61.3,75,2136,Healthy,On,in_progress
2026-09-07T18:01:59,off,0,0,35,3171,61.1,75,2157,Healthy,On,in_progress
2026-09-07T18:02:13,off,0,0,35,3176,61.2,75,2151,Healthy,On,in_progress
2026-09-07T18:02:28,off,0,0,35,3181,61.3,75,2145,Healthy,On,in_progress
2026-09-07T18:02:44,off,0,0,35,3176,61.2,75,2154,Healthy,On,in_progress
2026-09-07T18:02:59,off,0,0,35,3181,61.3,75,2157,Healthy,On,in_progress
2026-09-07T18:03:13,off,0,0,35,3176,61.2,75,2145,Healthy,On,in_progress
2026-09-07T18:03:29,off,0,0,35,3186,61.4,75,2148,Healthy,On,in_progress
2026-09-07T18:03:44,off,0,0,35,3176,61.2,75,2147,Healthy,On,in_progress
2026-09-07T18:03:58,off,0,0,35,3186,61.4,75,2151,Healthy,On,in_progress
2026-09-07T18:04:14,off,0,0,35,3176,61.2,75,2119,Healthy,On,in_progress
2026-09-07T18:04:29,off,0,0,35,3186,61.4,74,2140,Healthy,On,in_progress
2026-09-07T18:04:43,off,0,0,35,3176,61.2,74,2132,Healthy,On,in_progress
2026-09-07T18:04:59,off,0,0,35,3181,61.3,74,2150,Healthy,On,in_progress
2026-09-07T18:05:14,off,0,0,35,3181,61.3,74,2146,Healthy,On,in_progress
2026-09-07T18:05:28,off,0,0,35,3176,61.2,74,2148,Healthy,On,in_progress
2026-09-07T18:05:42,off,0,0,35,3176,61.2,74,1955,Healthy,On,in_progress
2026-09-07T18:05:59,off,0,0,35,3186,61.4,74,1946,Healthy,On,in_progress
2026-09-07T18:06:13,off,0,0,35,3176,61.2,74,1945,Healthy,On,in_progress
2026-09-07T18:06:28,off,0,0,35,3176,61.2,74,1950,Healthy,On,in_progress
2026-09-07T18:06:44,off,0,0,35,3176,61.2,74,1959,Healthy,On,in_progress
2026-09-07T18:06:58,off,0,0,35,3181,61.3,74,1944,Healthy,On,in_progress
2026-09-07T18:07:13,off,0,0,35,3181,61.3,74,2089,Healthy,On,in_progress
2026-09-07T18:07:29,off,0,0,35,3176,61.2,74,2087,Healthy,On,in_progress
2026-09-07T18:07:43,off,0,0,35,3176,61.2,74,2098,Healthy,On,in_progress
2026-09-07T18:07:58,off,0,0,35,3176,61.2,74,2081,Healthy,On,in_progress
2026-09-07T18:08:14,off,0,0,35,3176,61.2,74,2079,Healthy,On,in_progress
2026-09-07T18:08:28,off,0,0,35,3181,61.3,74,2080,Healthy,On,in_progress
2026-09-07T18:08:43,off,0,0,35,3181,61.3,74,2088,Healthy,On,in_progress
2026-09-07T18:08:59,off,0,0,35,3176,61.2,74,2080,Healthy,On,in_progress
2026-09-07T18:09:14,off,0,0,35,3176,61.2,74,2074,Healthy,On,in_progress
2026-09-07T18:09:28,off,0,0,35,3176,61.2,74,2083,Healthy,On,in_progress
2026-09-07T18:09:44,off,0,0,35,3176,61.2,74,2099,Healthy,On,in_progress
2026-09-07T18:09:59,off,0,0,35,3176,61.2,73,2079,Healthy,On,in_progress
2026-09-07T18:10:13,off,0,0,35,3181,61.3,73,2087,Healthy,On,in_progress
2026-09-07T18:10:29,off,0,0,35,3186,61.4,73,2088,Healthy,On,in_progress
2026-09-07T18:10:44,off,0,0,35,3181,61.3,73,2018,Healthy,On,in_progress
2026-09-07T18:10:58,off,0,0,35,3181,61.3,73,2000,Healthy,On,in_progress
2026-09-07T18:11:14,off,0,0,35,3181,61.3,73,2017,Healthy,On,in_progress
2026-09-07T18:11:29,off,0,0,35,3176,61.2,73,2023,Healthy,On,in_progress
2026-09-07T18:11:43,off,0,0,35,3186,61.4,73,2032,Healthy,On,in_progress
2026-09-07T18:11:59,off,0,0,35,3181,61.3,73,2030,Healthy,On,in_progress
2026-09-07T18:12:14,off,0,0,35,3176,61.2,73,2029,Healthy,On,in_progress
2026-09-07T18:12:42,off,0,0,35,3186,61.4,73,2039,Healthy,On,in_progress
2026-09-07T18:12:59,off,0,0,35,3176,61.2,73,2027,Healthy,On,in_progress
2026-09-07T18:13:13,off,0,0,35,3186,61.4,73,1933,Healthy,On,in_progress
2026-09-07T18:13:27,off,0,0,35,3176,61.2,73,1934,Healthy,On,in_progress
2026-09-07T18:13:44,off,0,0,35,3176,61.2,73,1938,Healthy,On,in_progress
2026-09-07T18:13:58,off,0,0,35,3186,61.4,73,1934,Healthy,On,in_progress
2026-09-07T18:14:12,off,0,0,35,3176,61.2,73,1911,Healthy,On,in_progress
2026-09-07T18:14:29,off,0,0,35,3186,61.4,73,1929,Healthy,On,in_progress
2026-09-07T18:14:43,off,0,0,35,3186,61.4,73,1938,Healthy,On,in_progress
2026-09-07T18:14:58,off,0,0,35,3181,61.3,73,1927,Healthy,On,in_progress
2026-09-07T18:15:14,off,0,0,35,3186,61.4,73,2004,Healthy,On,in_progress
2026-09-07T18:15:28,off,0,0,35,3176,61.2,72,2166,Healthy,On,in_progress
2026-09-07T18:15:43,off,0,0,35,3181,61.3,72,2175,Healthy,On,in_progress
2026-09-07T18:15:59,off,0,0,35,3181,61.3,72,2180,Healthy,On,in_progress
2026-09-07T18:16:13,off,0,0,35,3181,61.3,72,2177,Healthy,On,in_progress
2026-09-07T18:16:28,off,0,0,35,3176,61.2,72,2186,Healthy,On,in_progress
2026-09-07T18:16:44,off,0,0,35,3186,61.4,72,2144,Healthy,On,in_progress
2026-09-07T18:16:58,off,0,0,35,3181,61.3,72,2146,Healthy,On,in_progress
2026-09-07T18:17:13,off,0,0,35,3186,61.4,72,2144,Healthy,On,in_progress
2026-09-07T18:17:29,off,0,0,35,3181,61.3,72,2143,Healthy,On,in_progress
2026-09-07T18:17:43,off,0,0,35,3181,61.3,72,2128,Healthy,On,in_progress
2026-09-07T18:17:58,off,0,0,35,3181,61.3,72,2131,Healthy,On,in_progress
2026-09-07T18:18:12,off,0,0,35,3181,61.3,72,2128,Healthy,On,in_progress
2026-09-07T18:18:29,off,0,0,35,3181,61.3,72,2129,Healthy,On,in_progress
2026-09-07T18:18:43,off,0,0,35,3181,61.3,72,2143,Healthy,On,in_progress
2026-09-07T18:18:58,off,0,0,35,3181,61.3,72,2129,Healthy,On,in_progress
2026-09-07T18:19:14,off,0,0,35,3176,61.2,72,2131,Healthy,On,in_progress
2026-09-07T18:19:28,off,0,0,35,3176,61.2,72,2136,Healthy,On,in_progress
2026-09-07T18:19:43,off,0,0,35,3181,61.3,72,2165,Healthy,On,in_progress
2026-09-07T18:19:59,off,0,0,35,3181,61.3,72,2161,Healthy,On,in_progress
2026-09-07T18:20:13,off,0,0,35,3176,61.2,72,2165,Healthy,On,in_progress
2026-09-07T18:20:28,off,0,0,35,3176,61.2,72,2173,Healthy,On,in_progress
2026-09-07T18:20:44,off,0,0,35,3186,61.4,71,2171,Healthy,On,in_progress
2026-09-07T18:20:58,off,0,0,35,3181,61.3,71,2163,Healthy,On,in_progress
2026-09-07T18:21:13,off,0,0,35,3181,61.3,71,2167,Healthy,On,in_progress
2026-09-07T18:21:29,off,0,0,35,3181,61.3,71,2174,Healthy,On,in_progress
2026-09-07T18:21:43,off,0,0,35,3181,61.3,71,2164,Healthy,On,in_progress
2026-09-07T18:21:58,off,0,0,35,3181,61.3,71,2165,Healthy,On,in_progress
2026-09-07T18:22:28,off,0,0,35,3186,61.4,71,2172,Healthy,On,in_progress
2026-09-07T18:22:43,off,0,0,35,3181,61.3,71,2167,Healthy,On,in_progress
2026-09-07T18:22:59,off,0,0,35,3181,61.3,71,2162,Healthy,On,in_progress
2026-09-07T18:23:13,off,0,0,35,3186,61.4,71,2170,Healthy,On,in_progress
2026-09-07T18:23:28,off,0,0,35,3181,61.3,71,2171,Healthy,On,in_progress
2026-09-07T18:23:44,off,0,0,35,3181,61.3,71,2165,Healthy,On,in_progress
2026-09-07T18:23:59,off,0,0,35,3181,61.3,71,2160,Healthy,On,in_progress
2026-09-07T18:24:13,off,0,0,35,3186,61.4,71,2157,Healthy,On,in_progress
2026-09-07T18:24:29,off,0,0,35,3181,61.3,71,2171,Healthy,On,in_progress
2026-09-07T18:24:44,off,0,0,35,3181,61.3,71,2160,Healthy,On,in_progress
2026-09-07T18:24:58,off,0,0,35,3181,61.3,71,2161,Healthy,On,in_progress
2026-09-07T18:25:14,off,0,0,35,3181,61.3,71,2169,Healthy,On,in_progress
2026-09-07T18:25:29,off,0,0,35,3181,61.3,71,2181,Healthy,On,in_progress
2026-09-07T18:25:43,off,0,0,35,3181,61.3,71,2166,Healthy,On,in_progress
2026-09-07T18:25:59,off,0,0,35,3191,61.5,71,2163,Healthy,On,in_progress
2026-09-07T18:26:14,off,0,0,35,3186,61.4,70,2176,Healthy,On,in_progress
2026-09-07T18:26:28,off,0,0,35,3181,61.3,70,2172,Healthy,On,in_progress
2026-09-07T18:26:44,off,0,0,35,3181,61.3,70,2188,Healthy,On,in_progress
2026-09-07T18:26:59,off,0,0,35,3191,61.5,70,2180,Healthy,On,in_progress
2026-09-07T18:27:13,off,0,0,35,3181,61.3,70,2184,Healthy,On,in_progress
2026-09-07T18:27:30,off,0,0,35,3181,61.3,70,2175,Healthy,On,in_progress
2026-09-07T18:27:44,off,0,0,35,3191,61.5,70,2177,Healthy,On,in_progress
2026-09-07T18:27:58,off,0,0,35,3181,61.3,70,2178,Healthy,On,in_progress
2026-09-07T18:28:15,off,0,0,35,3181,61.3,70,2182,Healthy,On,in_progress
2026-09-07T18:28:29,off,0,0,35,3181,61.3,70,2180,Healthy,On,in_progress
2026-09-07T18:28:43,off,0,0,35,3186,61.4,70,2184,Healthy,On,in_progress
2026-09-07T18:28:58,off,0,0,35,3181,61.3,70,2239,Healthy,On,in_progress
2026-09-07T18:29:14,off,0,0,35,3181,61.3,70,2237,Healthy,On,in_progress
2026-09-07T18:29:28,off,0,0,35,3181,61.3,70,2242,Healthy,On,in_progress
2026-09-07T18:29:43,off,0,0,35,3181,61.3,70,2231,Healthy,On,in_progress
2026-09-07T18:29:59,off,0,0,35,3181,61.3,70,2240,Healthy,On,in_progress
2026-09-07T18:30:13,off,0,0,35,3181,61.3,70,2058,Healthy,On,in_progress
2026-09-07T18:30:28,off,0,0,35,3181,61.3,70,2067,Healthy,On,in_progress
2026-09-07T18:30:58,off,0,0,35,3191,61.5,70,2079,Healthy,On,in_progress
2026-09-07T18:31:13,off,0,0,35,3181,61.3,70,2075,Healthy,On,in_progress
2026-09-07T18:31:29,off,0,0,35,3186,61.4,70,2090,Healthy,On,in_progress
2026-09-07T18:31:43,off,0,0,35,3181,61.3,69,2081,Healthy,On,in_progress
2026-09-07T18:31:58,off,0,0,35,3181,61.3,69,2093,Healthy,On,in_progress
2026-09-07T18:32:14,off,0,0,35,3186,61.4,69,2106,Healthy,On,in_progress
2026-09-07T18:32:29,off,0,0,35,3181,61.3,69,2106,Healthy,On,in_progress
2026-09-07T18:32:43,off,0,0,35,3181,61.3,69,2105,Healthy,On,in_progress
2026-09-07T18:32:59,off,0,0,35,3181,61.3,69,2101,Healthy,On,in_progress
2026-09-07T18:33:14,off,0,0,35,3181,61.3,69,2103,Healthy,On,in_progress
2026-09-07T18:33:28,off,0,0,35,3191,61.5,69,2102,Healthy,On,in_progress
2026-09-07T18:33:44,off,0,0,35,3186,61.4,69,2088,Healthy,On,in_progress
2026-09-07T18:33:59,off,0,0,35,3181,61.3,69,2100,Healthy,On,in_progress
2026-09-07T18:34:13,off,0,0,35,3186,61.4,69,2097,Healthy,On,in_progress
2026-09-07T18:34:29,off,0,0,35,3186,61.4,69,2111,Healthy,On,in_progress
2026-09-07T18:34:44,off,0,0,35,3186,61.4,69,2108,Healthy,On,in_progress
2026-09-07T18:34:58,off,0,0,35,3181,61.3,69,2017,Healthy,On,in_progress
2026-09-07T18:35:14,off,0,0,35,3186,61.4,69,2027,Healthy,On,in_progress
2026-09-07T18:35:29,off,0,0,35,3181,61.3,69,2041,Healthy,On,in_progress
2026-09-07T18:35:43,off,0,0,35,3181,61.3,69,2027,Healthy,On,in_progress
2026-09-07T18:35:59,off,0,0,35,3186,61.4,69,2042,Healthy,On,in_progress
2026-09-07T18:36:14,off,0,0,35,3191,61.5,69,2040,Healthy,On,in_progress
2026-09-07T18:36:28,off,0,0,35,3186,61.4,69,1851,Healthy,On,in_progress
2026-09-07T18:36:44,off,0,0,35,3186,61.4,69,1848,Healthy,On,in_progress
2026-09-07T18:36:59,off,0,0,35,3181,61.3,68,1848,Healthy,On,in_progress
2026-09-07T18:37:13,off,0,0,35,3181,61.3,68,1852,Healthy,On,in_progress
2026-09-07T18:37:27,off,0,0,35,3181,61.3,68,1864,Healthy,On,in_progress
2026-09-07T18:37:44,off,0,0,35,3181,61.3,68,1857,Healthy,On,in_progress
2026-09-07T18:37:58,off,0,0,35,3181,61.3,68,1852,Healthy,On,in_progress
2026-09-07T18:38:15,off,0,0,35,3181,61.3,68,1855,Healthy,On,in_progress
2026-09-07T18:38:29,off,0,0,35,3181,61.3,68,1864,Healthy,On,in_progress
2026-09-07T18:38:43,off,0,0,35,3191,61.5,68,1861,Healthy,On,in_progress
2026-09-07T18:38:58,off,0,0,35,3181,61.3,68,1852,Healthy,On,in_progress
2026-09-07T18:39:14,off,0,0,35,3181,61.3,68,1861,Healthy,On,in_progress
2026-09-07T18:39:28,off,0,0,35,3181,61.3,68,1855,Healthy,On,in_progress
2026-09-07T18:39:43,off,0,0,35,3191,61.5,68,1855,Healthy,On,in_progress
2026-09-07T18:39:59,off,0,0,35,3181,61.3,68,1863,Healthy,On,in_progress
2026-09-07T18:40:13,off,0,0,35,3181,61.3,68,1862,Healthy,On,in_progress
2026-09-07T18:40:28,off,0,0,35,3191,61.5,68,1862,Healthy,On,in_progress
2026-09-07T18:40:44,off,0,0,35,3181,61.3,68,1868,Healthy,On,in_progress
2026-09-07T18:40:58,off,0,0,35,3181,61.3,68,1865,Healthy,On,in_progress
2026-09-07T18:41:13,off,0,0,35,3186,61.4,68,1866,Healthy,On,in_progress
2026-09-07T18:41:29,off,0,0,35,3181,61.3,68,1867,Healthy,On,in_progress
2026-09-07T18:41:43,off,0,0,35,3191,61.5,68,1862,Healthy,On,in_progress
2026-09-07T18:41:58,off,0,0,35,3181,61.3,68,1867,Healthy,On,in_progress
2026-09-07T18:42:14,off,0,0,35,3181,61.3,68,1871,Healthy,On,in_progress
2026-09-07T18:42:28,off,0,0,35,3186,61.4,67,1861,Healthy,On,in_progress
2026-09-07T18:42:43,off,0,0,35,3181,61.3,67,1846,Healthy,On,in_progress
2026-09-07T18:42:59,off,0,0,35,3186,61.4,67,1869,Healthy,On,in_progress
2026-09-07T18:43:14,off,0,0,35,3181,61.3,67,1874,Healthy,On,in_progress
2026-09-07T18:43:28,off,0,0,35,3191,61.5,67,1866,Healthy,On,in_progress
2026-09-07T18:43:44,off,0,0,35,3186,61.4,67,1867,Healthy,On,in_progress
2026-09-07T18:43:59,off,0,0,35,3181,61.3,67,1870,Healthy,On,in_progress
2026-09-07T18:44:13,off,0,0,35,3191,61.5,67,1854,Healthy,On,in_progress
2026-09-07T18:44:29,off,0,0,35,3186,61.4,67,1861,Healthy,On,in_progress
2026-09-07T18:44:44,off,0,0,35,3191,61.5,67,1872,Healthy,On,in_progress
2026-09-07T18:44:58,off,0,0,35,3186,61.4,67,1868,Healthy,On,in_progress
2026-09-07T18:45:14,off,0,0,35,3186,61.4,67,1880,Healthy,On,in_progress
2026-09-07T18:45:29,off,0,0,35,3186,61.4,67,1858,Healthy,On,in_progress
2026-09-07T18:45:43,off,0,0,35,3186,61.4,67,2043,Healthy,On,in_progress
2026-09-07T18:45:59,off,0,0,35,3186,61.4,67,2044,Healthy,On,in_progress
2026-09-07T18:46:14,off,0,0,35,3186,61.4,67,2049,Healthy,On,in_progress
2026-09-07T18:46:28,off,0,0,35,3186,61.4,67,2101,Healthy,On,in_progress
2026-09-07T18:46:44,off,0,0,35,3186,61.4,67,2108,Healthy,On,in_progress
2026-09-07T18:46:59,off,0,0,35,3186,61.4,67,2104,Healthy,On,in_progress
2026-09-07T18:47:13,off,0,0,35,3186,61.4,67,2109,Healthy,On,in_progress
2026-09-07T18:47:29,off,0,0,35,3186,61.4,67,2105,Healthy,On,in_progress
2026-09-07T18:47:44,off,0,0,35,3186,61.4,67,2109,Healthy,On,in_progress
2026-09-07T18:47:58,off,0,0,35,3186,61.4,66,2107,Healthy,On,in_progress
2026-09-07T18:48:15,off,0,0,35,3191,61.5,66,2114,Healthy,On,in_progress
2026-09-07T18:48:29,off,0,0,35,3191,61.5,66,2103,Healthy,On,in_progress
2026-09-07T18:48:43,off,0,0,35,3186,61.4,66,2107,Healthy,On,in_progress
2026-09-07T18:48:58,off,0,0,35,3186,61.4,66,2100,Healthy,On,in_progress
2026-09-07T18:49:14,off,0,0,35,3186,61.4,66,2103,Healthy,On,in_progress
2026-09-07T18:49:28,off,0,0,35,3186,61.4,66,2105,Healthy,On,in_progress
2026-09-07T18:49:43,off,0,0,35,3191,61.5,66,2107,Healthy,On,in_progress
2026-09-07T18:49:59,off,0,0,35,3186,61.4,66,2114,Healthy,On,in_progress
2026-09-07T18:50:13,off,0,0,35,3186,61.4,66,2099,Healthy,On,in_progress
2026-09-07T18:50:28,off,0,0,35,3186,61.4,66,2095,Healthy,On,in_progress
2026-09-07T18:50:44,off,0,0,35,3186,61.4,66,2107,Healthy,On,in_progress
2026-09-07T18:50:58,off,0,0,35,3186,61.4,66,2103,Healthy,On,in_progress
2026-09-07T18:51:13,off,0,0,35,3186,61.4,66,2115,Healthy,On,in_progress
2026-09-07T18:51:29,off,0,0,35,3186,61.4,66,2110,Healthy,On,in_progress
2026-09-07T18:51:43,off,0,0,35,3191,61.5,66,2110,Healthy,On,in_progress
2026-09-07T18:51:58,off,0,0,35,3186,61.4,66,2114,Healthy,On,in_progress
2026-09-07T18:52:14,off,0,0,35,3191,61.5,66,2018,Healthy,On,in_progress
2026-09-07T18:52:28,off,0,0,35,3181,61.3,66,1931,Healthy,On,in_progress
2026-09-07T18:52:43,off,0,0,35,3181,61.3,66,1927,Healthy,On,in_progress
2026-09-07T18:52:59,off,0,0,35,3181,61.3,66,1943,Healthy,On,in_progress
2026-09-07T18:53:14,off,0,0,35,3186,61.4,65,1943,Healthy,On,in_progress
2026-09-07T18:53:28,off,0,0,35,3191,61.5,65,2039,Healthy,On,in_progress
2026-09-07T18:53:44,off,0,0,35,3186,61.4,65,2043,Healthy,On,in_progress
2026-09-07T18:53:59,off,0,0,35,3191,61.5,65,2044,Healthy,On,in_progress
2026-09-07T18:54:13,off,0,0,35,3186,61.4,65,2054,Healthy,On,in_progress
2026-09-07T18:54:29,off,0,0,35,3191,61.5,65,2046,Healthy,On,in_progress
2026-09-07T18:54:44,off,0,0,35,3191,61.5,65,2045,Healthy,On,in_progress
2026-09-07T18:54:58,off,0,0,35,3181,61.3,65,2037,Healthy,On,in_progress
2026-09-07T18:55:14,off,0,0,35,3186,61.4,65,2050,Healthy,On,in_progress
2026-09-07T18:55:29,off,0,0,35,3186,61.4,65,2041,Healthy,On,in_progress
